@relation InitialSetByLHS

@attribute executorTerminationTimeoutMillis numeric
@attribute maxConnections numeric
@attribute maxKeepAliveRequests numeric
@attribute connectionTimeout numeric
@attribute acceptorThreadCount numeric
@attribute minSpareThreads numeric
@attribute asyncTimeout numeric
@attribute socketBuffer numeric
@attribute maxThreads numeric
@attribute acceptCount numeric
@attribute processorCache numeric
@attribute keepAliveTimeout numeric
@attribute performance numeric

@data
193678.462751,252.142533,12887.891265,130323.581101,23.465152,6372.494696,47988.06758,85844.322774,6160.406942,1278.41157,3841.938357,8984.626301,4408.1
193678.465117,251.963174,12887.888284,130322.036111,23.465152,6372.505235,47991.19107,85844.60855,6160.473776,1278.377466,3841.984397,8985.440108,4187.9
193678.471949,252.053899,12887.89037,130323.952217,23.465152,6372.512132,47990.548562,85844.105303,6160.472314,1278.408318,3841.942757,8985.902059,2803.5
193678.472043,252.139407,12887.882541,130322.003998,23.465152,6372.513452,47988.019187,85844.10154,6160.441321,1278.37802,3841.973052,8985.28545,4658.7
193678.478624,252.039666,12887.887669,130323.917701,23.465152,6372.516535,47989.147884,85843.697872,6160.442921,1278.47848,3841.995347,8985.660339,4705.2
193678.483377,252.09332,12887.883371,130322.593397,23.465152,6372.501007,47988.556818,85844.312656,6160.481542,1278.484097,3841.995835,8985.620715,4337.8
193678.484081,252.097969,12887.896789,130322.887809,23.465152,6372.508179,47989.748977,85843.952588,6160.427524,1278.407736,3841.973283,8985.528219,4596.7
193678.48874,252.179486,12887.898564,130322.264322,23.465152,6372.489184,47988.166393,85844.555949,6160.414085,1278.347569,3841.938977,8985.783543,4688.6
193678.495985,252.145839,12887.890561,130323.758416,23.465152,6372.494029,47990.821115,85844.467427,6160.452945,1278.404877,3841.959713,8985.093812,4658.6
193678.499325,252.06579,12887.881421,130323.660367,23.465152,6372.500442,47989.434475,85844.448544,6160.424474,1278.426463,3841.976068,8985.415443,4295.6
193678.501426,252.007468,12887.896877,130323.682573,23.465152,6372.489319,47990.00735,85844.177215,6160.457465,1278.356396,3841.958264,8985.957009,4531.3
193678.506154,252.13453,12887.890648,130323.456199,23.465152,6372.505774,47991.03703,85844.207254,6160.411621,1278.474232,3841.971953,8985.756598,3927.5
193678.508487,252.126009,12887.898988,130322.083091,23.465152,6372.503433,47991.274987,85844.446536,6160.485402,1278.401045,3841.969759,8984.704029,4736
193678.513691,252.022644,12887.896432,130322.306014,23.465152,6372.490713,47990.928225,85844.203447,6160.441906,1278.381687,3841.99633,8984.784053,4394.1
193678.51928,252.200787,12887.888586,130322.341265,23.465152,6372.518744,47989.553078,85843.851343,6160.449534,1278.360393,3841.975037,8985.653353,4282.7
193678.522309,252.139613,12887.899995,130323.942561,23.465152,6372.514438,47990.982232,85844.258373,6160.464081,1278.343959,3841.930399,8984.916729,4885.3
193678.526456,252.089129,12887.882301,130322.357858,23.465152,6372.507257,47988.359396,85843.745026,6160.424824,1278.480521,3841.970435,8985.825369,4384.8
193678.530083,251.952176,12887.884764,130322.221353,23.465152,6372.504488,47990.691492,85843.914382,6160.419942,1278.384184,3841.962982,8985.013472,3044.4
193678.53416,252.143608,12887.894597,130322.423434,23.465152,6372.51431,47988.057359,85844.552331,6160.461621,1278.472897,3841.991242,8985.997821,4641.2
193678.537403,252.023828,12887.897954,130323.393663,23.465152,6372.511241,47991.814918,85844.134011,6160.457106,1278.417631,3841.958659,8985.694103,4657.2
193678.541418,251.981223,12887.885539,130323.440173,23.465152,6372.498918,47990.633379,85844.301153,6160.426049,1278.403171,3841.979221,8985.451883,4746.5
193678.546881,252.080916,12887.883763,130323.176921,23.465152,6372.504402,47989.719503,85844.166206,6160.440995,1278.360768,3841.959039,8984.99417,4168
193678.550941,252.049912,12887.887567,130323.818255,23.465152,6372.486243,47989.519095,85843.672054,6160.470548,1278.401357,3841.943967,8985.946446,2804.2
193678.552052,252.12269,12887.88471,130323.64812,23.465152,6372.518969,47989.168801,85843.944765,6160.443802,1278.329958,3841.960118,8985.179849,4938
193678.559334,252.122805,12887.88721,130323.854937,23.465152,6372.520119,47990.232971,85844.43442,6160.454041,1278.334646,3841.978372,8985.782952,4285
193678.561332,252.010857,12887.893144,130323.390844,23.465152,6372.48808,47990.601748,85843.669488,6160.46714,1278.3333,3841.987622,8985.233228,4604.1
193678.565687,252.109571,12887.895043,130323.673432,23.465152,6372.507867,47989.449709,85844.159187,6160.405655,1278.341253,3841.944392,8984.771848,4359.7
193678.568742,252.077391,12887.89955,130322.187518,23.465152,6372.483218,47990.043301,85844.37303,6160.470959,1278.472003,3841.959403,8985.742899,4900.1
193678.572537,252.105466,12887.899017,130322.951687,23.465152,6372.511636,47989.259974,85843.926164,6160.456342,1278.368631,3841.929947,8985.674507,3401.1
193678.579855,252.172185,12887.897259,130323.905497,23.465152,6372.516241,47989.374347,85844.236418,6160.420703,1278.391285,3841.99794,8985.226589,4048.5
193678.58219,252.145309,12887.891548,130323.900184,23.465152,6372.490997,47988.024864,85844.548692,6160.469537,1278.353192,3841.931055,8984.712175,3799.6
193678.586479,252.223259,12887.900135,130322.018606,23.465152,6372.499858,47988.986369,85843.845197,6160.454647,1278.445333,3841.959843,8984.965273,4455.9
193678.588371,252.160567,12887.881655,130323.272869,23.465152,6372.488755,47990.295631,85844.663581,6160.419273,1278.424673,3841.932777,8985.524307,4088.8
193678.592537,252.200116,12887.889491,130322.466729,23.465152,6372.489275,47990.584326,85843.786761,6160.436756,1278.410896,3841.980232,8984.814987,4720.6
193678.596211,252.063286,12887.900253,130322.252307,23.465152,6372.496202,47991.87909,85844.624587,6160.45401,1278.403516,3841.979831,8984.565341,4448.5
193678.602641,252.074104,12887.885923,130323.117067,23.465152,6372.502001,47988.047217,85843.649162,6160.432289,1278.453553,3841.955353,8985.973285,3905.9
193678.604532,252.157415,12887.896237,130322.663194,23.465152,6372.520668,47988.379206,85844.108804,6160.478683,1278.466078,3841.959634,8984.970773,4734.5
193678.609843,252.18612,12887.881012,130322.427673,23.465152,6372.519222,47991.041802,85844.408336,6160.473639,1278.482504,3841.98713,8985.256064,4505.9
193678.613427,252.124889,12887.896579,130322.337314,23.465152,6372.483014,47991.595317,85844.180484,6160.458741,1278.425693,3841.951808,8985.149084,2815.2
193678.616039,252.18705,12887.884389,130322.846864,23.465152,6372.517292,47991.494948,85844.482773,6160.465072,1278.328668,3841.950479,8986.046191,4440.2
193678.621117,251.986589,12887.889389,130323.434064,23.465152,6372.501481,47990.583467,85843.976213,6160.407725,1278.442519,3841.960146,8984.629884,4203.1
193678.627525,252.033172,12887.883145,130323.775134,23.465152,6372.48774,47991.960065,85844.122095,6160.45619,1278.403989,3841.95056,8985.10017,4860.4
193678.631072,252.05047,12887.886754,130322.209652,23.465152,6372.485725,47990.229314,85843.847959,6160.449912,1278.421209,3841.958512,8985.739324,2113.5
193678.633174,252.118049,12887.895228,130322.545164,23.465152,6372.50807,47990.355103,85844.115588,6160.465003,1278.352114,3841.926991,8985.890768,4174.2
193678.63937,252.114032,12887.891813,130322.889079,23.465152,6372.51231,47991.711084,85844.353997,6160.410861,1278.362302,3841.934744,8985.91063,4032.7
193678.641731,252.138665,12887.89981,130322.876551,23.465152,6372.507795,47988.919577,85844.248292,6160.416049,1278.351049,3841.994356,8985.325347,4908
193678.645294,252.038129,12887.892012,130322.472005,23.465152,6372.492963,47990.841037,85843.663982,6160.423623,1278.430218,3841.97146,8985.579333,3680.8
193678.651703,252.000929,12887.893215,130323.586846,23.465152,6372.506657,47991.4081,85844.307487,6160.455006,1278.380692,3841.977347,8984.573326,4124.1
193678.653135,252.019722,12887.89105,130323.236626,23.465152,6372.488496,47990.171921,85843.760357,6160.452173,1278.400066,3841.988258,8985.382522,1829.7
193678.656327,251.970233,12887.887937,130322.189542,23.465152,6372.517509,47988.107869,85844.193413,6160.433138,1278.46064,3841.937672,8985.357997,4311.4
193678.662204,251.957005,12887.882626,130322.526659,23.465152,6372.515585,47989.540874,85844.286337,6160.412376,1278.366645,3841.9969,8985.433215,4773.4
193678.667108,251.994001,12887.892354,130322.22658,23.465152,6372.513828,47988.733596,85844.294039,6160.413521,1278.439168,3841.951234,8984.926653,4821.3
193678.671013,252.212479,12887.882892,130322.459541,23.465152,6372.512874,47991.501247,85844.317875,6160.445107,1278.369343,3841.937752,8985.602663,4626.5
193678.672406,252.091076,12887.883882,130323.976024,23.465152,6372.483558,47991.399346,85843.830182,6160.433744,1278.481017,3841.975637,8985.169727,4020
193678.678636,252.217043,12887.892189,130323.090965,23.465152,6372.492028,47990.246813,85844.693691,6160.425735,1278.436649,3841.939378,8984.781191,1954.3
193678.680559,252.101633,12887.882722,130322.360485,23.465152,6372.484896,47990.07674,85843.788559,6160.463659,1278.47954,3841.996265,8985.610399,4269.7
193678.687215,252.183347,12887.895205,130322.43185,23.465152,6372.510967,47990.410842,85843.809081,6160.462599,1278.380946,3841.942517,8984.639879,4593.8
193678.690018,252.042596,12887.892645,130323.142914,23.465152,6372.514572,47991.623006,85844.395308,6160.453454,1278.41715,3841.983847,8985.54089,4678.2
193678.694604,251.968806,12887.897607,130323.198863,23.465152,6372.489416,47990.972496,85843.87095,6160.411978,1278.395616,3841.942053,8984.609197,4449.6
193678.697995,252.087154,12887.889135,130322.805374,23.465152,6372.504893,47989.464341,85844.035409,6160.444611,1278.374656,3841.956212,8985.878384,4295.7
193678.703131,251.995597,12887.881608,130322.868592,23.465152,6372.485183,47991.449019,85844.079312,6160.418235,1278.370549,3841.948606,8984.617402,4458.3
193678.704091,252.229253,12887.890898,130322.435402,23.465152,6372.512809,47990.870051,85843.762057,6160.429978,1278.350252,3841.972498,8984.671299,4989
193678.711468,252.014954,12887.897296,130322.898495,23.465152,6372.49244,47989.330197,85844.263414,6160.446104,1278.423076,3841.971886,8985.975286,4648.4
193678.714397,251.981919,12887.881855,130322.825563,23.465152,6372.517367,47989.42694,85844.348616,6160.434022,1278.377046,3841.935219,8985.042349,4161.7
193678.717589,251.972656,12887.88367,130322.610716,23.465152,6372.511183,47988.561543,85844.320447,6160.478833,1278.404083,3841.960792,8985.468619,2373.7
193678.720557,251.966495,12887.900053,130323.300811,23.465152,6372.492708,47988.389418,85843.628002,6160.463057,1278.476374,3841.976091,8985.263627,3696
193678.725798,252.155441,12887.897375,130322.311892,23.465152,6372.501278,47990.516694,85844.470293,6160.460578,1278.390393,3841.990968,8985.239343,4178.3
193678.729264,252.159301,12887.896166,130323.597269,23.465152,6372.50876,47991.758791,85844.149739,6160.462058,1278.406036,3841.941152,8985.552635,4739.9
193678.735822,252.057862,12887.893965,130322.635055,23.465152,6372.484453,47988.421465,85844.38065,6160.44038,1278.485925,3841.997202,8985.408379,4275.7
193678.738687,252.083061,12887.888217,130322.773028,23.465152,6372.481635,47988.539209,85843.681126,6160.407938,1278.37926,3841.946926,8985.770997,4358.8
193678.740942,252.079029,12887.883584,130322.298737,23.465152,6372.493773,47991.898054,85843.90576,6160.479229,1278.381246,3841.994901,8985.970604,4707.4
193678.747302,252.108133,12887.895832,130322.096583,23.465152,6372.505516,47990.123738,85844.585785,6160.422355,1278.361034,3841.988461,8984.634296,3200.8
193678.751145,252.173509,12887.894491,130323.427385,23.465152,6372.482321,47990.803853,85843.971319,6160.407069,1278.423636,3841.952896,8985.88035,4118
193678.753623,252.004127,12887.885148,130323.231515,23.465152,6372.519432,47989.662025,85844.184459,6160.408428,1278.359076,3841.988627,8985.453245,4703
193678.758301,252.063959,12887.886036,130322.66621,23.465152,6372.508244,47988.957324,85844.416151,6160.448614,1278.469536,3841.964944,8985.642487,2921.6
193678.762305,252.070031,12887.894143,130323.689018,23.465152,6372.506371,47990.735016,85843.973712,6160.460102,1278.482935,3841.962881,8984.99315,4334.6
193678.765322,252.14139,12887.893108,130322.164555,23.465152,6372.506108,47989.39344,85844.277308,6160.429215,1278.442196,3841.97085,8985.330945,4612.7
193678.769114,252.048502,12887.897623,130323.9129,23.465152,6372.493909,47988.248216,85844.59315,6160.474381,1278.44852,3841.947372,8984.715374,4956.9
193678.774305,252.065654,12887.892009,130323.670914,23.465152,6372.497755,47989.969122,85844.345338,6160.422778,1278.359362,3841.932004,8985.137231,4203.5
193678.778244,252.130164,12887.888879,130322.922642,23.465152,6372.514654,47988.184938,85843.874915,6160.475247,1278.397378,3841.988019,8986.049257,4507.9
193678.781646,252.096395,12887.891649,130323.899698,23.465152,6372.491515,47990.31717,85844.54149,6160.448745,1278.387272,3841.946018,8985.466301,4330.6
193678.78646,251.967858,12887.8892,130322.649146,23.465152,6372.509553,47988.159025,85843.932787,6160.414283,1278.344963,3841.998244,8984.974692,4140.1
193678.789088,252.144064,12887.892701,130323.982866,23.465152,6372.483339,47989.861142,85844.499307,6160.479868,1278.399536,3841.968127,8985.154843,4780.4
193678.793563,252.163753,12887.892785,130323.010778,23.465152,6372.517615,47990.188506,85843.978706,6160.443312,1278.347246,3841.969259,8985.138335,4027.1
193678.79672,252.026485,12887.899661,130322.72852,23.465152,6372.509384,47989.093652,85843.866027,6160.464371,1278.419751,3841.928203,8985.678821,3938.3
193678.803651,252.167149,12887.886714,130322.858295,23.465152,6372.515133,47988.409652,85844.261682,6160.416123,1278.368528,3841.931681,8984.860127,4624.2
193678.804873,251.95788,12887.884786,130322.561584,23.465152,6372.494525,47989.770561,85843.727535,6160.410068,1278.336013,3841.985546,8984.890854,4533.9
193678.810667,251.978331,12887.895927,130323.782298,23.465152,6372.502634,47988.684916,85843.740556,6160.439501,1278.388934,3841.990646,8985.99461,3887.2
193678.812938,252.225165,12887.899856,130322.142668,23.465152,6372.489744,47990.835522,85844.692293,6160.45986,1278.39114,3841.990204,8985.396765,4627.7
193678.818715,251.976247,12887.888774,130323.277792,23.465152,6372.494918,47988.924206,85843.979834,6160.426229,1278.461963,3841.978678,8984.904233,4334.3
193678.820054,251.958469,12887.8924,130323.790236,23.465152,6372.512571,47991.347354,85844.401013,6160.440034,1278.422219,3841.999013,8984.934381,3876.4
193678.824627,252.013816,12887.884074,130323.529479,23.465152,6372.503262,47991.356975,85844.163743,6160.422653,1278.4105,3841.937231,8985.464598,2518.9
193678.829675,252.187687,12887.893626,130323.104175,23.465152,6372.490301,47988.30871,85844.64152,6160.414376,1278.382869,3841.948724,8984.899414,4621.4
193678.835271,252.22789,12887.89602,130322.366387,23.465152,6372.501116,47989.194585,85844.442985,6160.451437,1278.47118,3841.966236,8985.564375,4783.9
193678.836988,252.002605,12887.893056,130323.409881,23.465152,6372.488603,47988.136512,85844.496512,6160.462724,1278.327453,3841.938796,8985.496006,4521.6
193678.841078,252.188179,12887.890523,130323.215447,23.465152,6372.503987,47988.828425,85843.85673,6160.418477,1278.445752,3841.928006,8985.550316,3437.9
193678.847172,252.006794,12887.89144,130322.80298,23.465152,6372.512941,47991.820615,85844.065443,6160.442974,1278.467264,3841.965111,8985.172277,4602.9
193678.848276,251.984934,12887.899595,130323.480619,23.465152,6372.492569,47991.591244,85844.452147,6160.478108,1278.448694,3841.972144,8986.053599,4416
193678.853481,252.154351,12887.881154,130323.923773,23.465152,6372.497584,47991.067174,85843.799895,6160.482289,1278.415351,3841.972878,8985.981948,4370.6
193678.857321,251.99477,12887.897512,130323.863196,23.465152,6372.496504,47988.759168,85844.473935,6160.458007,1278.422364,3841.953049,8984.73044,4540.9
193678.861131,251.954601,12887.883174,130322.419535,23.465152,6372.493388,47991.933182,85843.792238,6160.420754,1278.405544,3841.960646,8985.867873,3135.7
193678.867987,252.228312,12887.88685,130322.12787,23.465152,6372.490422,47988.705877,85844.432868,6160.438465,1278.375656,3841.944872,8985.419689,3785.6
193678.871986,252.198221,12887.881337,130323.933761,23.465152,6372.498626,47990.564652,85843.695509,6160.453156,1278.466813,3841.932317,8984.593064,4387.2
193678.872636,252.125402,12887.889432,130323.328188,23.465152,6372.514158,47990.722402,85843.804075,6160.453258,1278.353777,3841.962783,8984.677878,4602.1
193678.878013,252.222641,12887.897727,130323.210482,23.465152,6372.501604,47989.684892,85844.284532,6160.444849,1278.379644,3841.945471,8985.516553,4243.3
193678.880115,252.150941,12887.885181,130323.082003,23.465152,6372.508529,47989.13001,85844.535728,6160.427227,1278.372385,3841.966612,8984.580898,3758.4
193678.884501,252.07366,12887.888112,130323.174751,23.465152,6372.500413,47991.457377,85844.411263,6160.412099,1278.455564,3841.992135,8985.861139,4623
193678.88979,252.101245,12887.899948,130322.492523,23.465152,6372.482603,47990.747662,85844.289908,6160.457046,1278.462412,3841.934492,8984.943295,4411.3
193678.893031,251.992706,12887.88101,130322.39141,23.465152,6372.490618,47989.27765,85843.692863,6160.4556,1278.447947,3841.984727,8985.725899,4628.2
193678.89619,252.218568,12887.89835,130323.619577,23.465152,6372.51348,47988.689488,85844.577607,6160.447491,1278.36141,3841.991992,8985.302872,4463.8
193678.903165,251.968313,12887.884009,130323.961253,23.465152,6372.508001,47990.674743,85844.01683,6160.48482,1278.477618,3841.97657,8985.817998,4825.5
193678.905748,251.961801,12887.897803,130323.358698,23.465152,6372.500881,47989.101768,85843.671702,6160.410748,1278.46346,3841.981553,8984.983059,4632.5
193678.908858,252.093042,12887.889662,130322.530689,23.465152,6372.50714,47991.544586,85844.274188,6160.45044,1278.4726,3841.930261,8986.00817,4323.3
193678.912125,252.087766,12887.886684,130322.274641,23.465152,6372.513038,47991.258879,85844.236674,6160.427854,1278.330383,3841.954126,8985.788258,4515.9
193678.918565,252.095576,12887.888003,130323.97201,23.465152,6372.486659,47991.123856,85844.612575,6160.46247,1278.416242,3841.933735,8985.00392,2060.4
193678.921594,252.078493,12887.882529,130323.316938,23.465152,6372.508475,47989.815675,85843.685142,6160.424698,1278.454544,3841.942951,8984.767124,4876.2
193678.925029,252.184461,12887.889579,130322.172389,23.465152,6372.519326,47991.09876,85843.638627,6160.406403,1278.457135,3841.996678,8984.669307,3474.9
193678.928985,252.044563,12887.89385,130322.762104,23.465152,6372.48252,47990.423779,85843.676939,6160.480953,1278.414846,3841.986371,8985.018484,4782.4
193678.935742,252.080543,12887.88459,130322.818698,23.465152,6372.518761,47991.221195,85844.242157,6160.407251,1278.343237,3841.979087,8985.075864,4884.1
193678.93765,252.168332,12887.886956,130322.144103,23.465152,6372.487898,47989.025236,85844.60137,6160.478203,1278.363411,3841.958205,8985.32135,2535.8
193678.94005,251.982611,12887.881127,130323.20627,23.465152,6372.507599,47989.742773,85844.239653,6160.463183,1278.451999,3841.953112,8985.389006,4693.2
193678.94596,251.974761,12887.889062,130322.715682,23.465152,6372.515981,47988.283026,85843.644772,6160.449406,1278.353036,3841.975868,8985.133239,3662.4
193678.949902,252.016541,12887.893048,130322.508707,23.465152,6372.49436,47991.387174,85844.601948,6160.446514,1278.469799,3841.926588,8985.016,4507.5
193678.955797,252.045311,12887.885231,130322.62418,23.465152,6372.50406,47990.521867,85844.088021,6160.410272,1278.436037,3841.96154,8985.320752,4267.1
193678.956211,251.963915,12887.891852,130322.194848,23.465152,6372.485111,47988.719284,85844.316849,6160.451622,1278.435191,3841.965769,8984.773333,4482.8
193678.963537,252.038817,12887.886784,130323.806429,23.465152,6372.502317,47989.642818,85843.907302,6160.433325,1278.473191,3841.940869,8984.586121,3183.9
193678.967826,252.127674,12887.898754,130323.520001,23.465152,6372.484412,47991.659614,85844.028369,6160.441532,1278.357525,3841.936149,8986.059053,4288.3
193678.971003,252.147014,12887.882284,130322.912346,23.465152,6372.482853,47989.869116,85844.431106,6160.476848,1278.429656,3841.929232,8985.621184,4946.4
193678.973095,252.003119,12887.89131,130323.479551,23.465152,6372.495018,47988.598433,85844.026743,6160.412986,1278.439519,3841.949448,8985.91442,4487.7
193678.978879,252.13394,12887.889866,130322.067839,23.465152,6372.493841,47990.430738,85843.734301,6160.431153,1278.475283,3841.978144,8985.810982,3895.9
193678.98099,252.18283,12887.892522,130323.490056,23.465152,6372.501365,47991.326119,85844.644587,6160.43742,1278.384292,3841.966064,8985.713952,3413.5
193678.986054,252.153336,12887.89975,130323.628616,23.465152,6372.493626,47989.241146,85844.330059,6160.42852,1278.38476,3841.973682,8984.750959,4732.3
193678.991803,252.012256,12887.881957,130323.951938,23.465152,6372.510032,47988.53417,85844.537575,6160.475986,1278.441532,3841.93304,8984.807694,4899.7
193678.995406,252.129458,12887.900016,130323.693532,23.465152,6372.502251,47991.053687,85844.388832,6160.445915,1278.464294,3841.926273,8984.673445,3256.8
193678.996379,252.088334,12887.881476,130323.792874,23.465152,6372.519276,47988.443359,85844.686581,6160.472841,1278.449791,3841.947486,8985.484289,4450.2
523,27279,14488,93525,21.798676,1915,177792,57859,16806,1016,1343,215938,2636.7
1091,7789,8063,147708,2.119008,3547,278183,23972,11024,1596,7569,71078,2540.1
1659,2684,3782,190524,20.217118,751,259416,81852,16396,6517,5482,193469,2758.8
2140,870,10946,229393,18.202923,8942,219994,39375,4207,8505,9064,161844,3248.9
2984,27973,5188,10562,2.065024,7691,294323,100389,2461,6756,5208,103889,2706.3
3479,25359,18791,28853,2.394898,7715,240658,33360,11315,2792,1058,297127,1793.4
3940,10702,8280,56515,12.69877,462,12910,45002,16647,400,9397,176546,2723.8
4735,26463,1539,191175,8.955752,5806,141367,92356,18684,9805,2002,82672,1799.5
4852,13755,6327,53624,16.213001,8857,250170,73080,1455,6804,7626,192020,3028.1
5785,13120,2983,170132,17.801272,597,249646,6358,9044,4279,6227,156741,2584.3
6248,10334,964,122824,16.933514,7898,1555,26955,3311,9967,6107,2915,3709.2
6853,23693,11735,43256,20.996952,9147,58113,6034,13451,3404,9406,246151,2526.5
7403,5782,7050,64209,5.187466,7507,157555,51640,15551,893,9087,202633,2430.5
8218,25448,14084,47241,3.891987,3509,113515,65058,7733,2266,6360,217990,2790.2
8990,25307,14835,16410,21.84416,2673,226067,63507,6539,4727,6004,289949,2467.3
9418,3031,14016,146422,9.384532,7873,280902,88973,18006,2695,348,95825,2652.7
9882,27509,9875,15783,11.083162,7032,184179,4255,15360,3890,6090,30524,2773.7
10352,9008,8006,239594,9.267741,2081,75495,101047,3644,9022,7881,297712,2764.3
11099,16365,19254,4281,15.438008,9426,142805,55901,7041,5312,4055,133489,1586.3
11456,29076,19053,15226,3.839594,390,16101,94598,10534,385,4214,173519,2666.7
12438,13928,13988,222799,8.84527,673,101509,4475,11949,9363,3039,293358,2896.8
12658,4495,161,227639,1.483003,9443,189531,23032,14290,290,1546,6368,1925.2
13281,11038,10315,48381,10.18222,3989,168705,85660,9174,564,255,51655,2594.6
13997,2760,14896,233306,1.342228,9639,135518,46702,19589,9877,8493,240202,2343.3
14813,22295,8991,28563,14.407863,8566,173691,58329,15335,8828,7773,138253,2453.9
15495,7047,17312,217727,12.303096,6173,216208,63908,4022,9585,8692,246814,2583.7
15655,14150,8789,168755,9.097597,4004,258157,3406,9394,236,3469,210102,2706.2
16482,7928,10593,42943,17.940033,5235,176916,51596,14505,121,3012,169800,1667
17046,20971,6506,157431,14.81325,4101,79830,6160,19327,269,4171,164234,2185.8
17659,26397,19646,149458,11.050426,2581,32494,18102,9350,7182,4615,263099,2823.3
18466,12656,16480,129916,3.673757,8370,15000,62506,8398,4875,4260,24426,2775.5
19186,28310,12028,231914,4.150304,6961,175148,95211,10675,8977,904,209489,2359.8
19536,4232,3440,154064,9.721232,4508,155820,31163,5166,9984,7266,86303,2634
20202,27681,1483,56393,3.414867,3256,107082,28477,15121,7909,5583,2172,3340.9
20801,21263,8142,241698,17.842703,3229,245445,10181,5909,8688,1025,147996,2726.9
21149,26903,5504,240787,14.610857,791,163159,83904,16718,5649,234,229949,2911.5
22123,28028,4350,106214,4.527246,1803,112806,54794,7400,8586,3378,65781,1876.6
22607,7384,2252,169432,17.145283,4310,55675,26631,1141,9542,7154,45806,2814.9
22979,21320,2932,297109,18.955799,5331,232352,70269,13029,4227,3987,204153,2730.1
23522,28242,11345,62313,1.296508,6131,76011,52890,8736,66,5959,59894,2110.6
24316,25599,421,86158,6.862406,8906,79975,90729,8683,1904,2080,216659,2631.3
24825,2609,18674,181162,13.147208,4271,137663,26230,849,9311,7535,277053,3114
25733,25147,16703,74672,13.325136,1280,126356,94699,5233,6051,1706,123029,2774.8
26022,23228,13294,278047,14.256201,8625,239431,85298,18986,3227,3548,84957,2135.6
26957,9271,19146,297877,19.874457,299,246430,96001,19269,9216,9361,90035,2312.9
27072,26334,3647,105073,8.45167,5962,273617,86767,1367,8951,2543,185503,2188.1
27679,28774,3119,156958,17.094302,5005,274667,46490,18495,251,9349,283921,2026.2
28201,13821,6234,167090,9.447775,4334,243131,13611,6464,8576,6637,9457,2995.4
29018,6992,3625,124874,19.754605,2978,37725,102385,7252,3113,7971,50941,2472
29496,16388,7603,41940,19.664163,8513,176673,75847,17311,7674,2648,251264,2304.7
30373,22150,17836,165820,9.043546,9807,43129,90578,9414,2458,9985,209112,1923.3
31024,16773,4031,34835,4.477392,4731,153185,17933,9025,1451,502,82125,2857.9
31238,1594,16438,230934,4.24327,1582,288564,48950,4490,6128,8382,194273,2877.6
31997,13167,5270,282876,22.738769,1068,1917,27180,18185,2338,9213,266768,2515.2
32645,24963,14356,7811,2.892348,7009,85791,88196,2914,3583,2706,20819,2733.4
33062,9301,3873,219446,13.706608,6450,171371,20539,17796,8764,5044,156502,1912.7
33693,2886,6263,204535,5.141716,6817,180530,79168,12710,4415,8838,274702,2304.7
34511,25701,9016,87350,3.482429,7068,227762,10382,19774,5167,2305,56686,2652.4
34939,26104,7552,268496,23.336377,1408,21589,62836,10893,5104,2321,212598,2851.1
35995,24120,19587,52950,5.952088,8026,114190,35404,4589,1148,8797,17701,2770.4
36010,18138,11385,168189,21.336593,8136,36801,71229,1914,7597,3761,35289,2618
36856,4539,14471,195674,22.820362,3643,2970,78748,1597,9193,9140,162060,2114.2
37717,15344,10127,210365,20.433856,5469,187041,22664,8787,2718,660,121292,2767.4
38128,15108,17111,167839,19.16698,8405,221211,28358,2232,623,9850,249840,2721.9
38707,9540,10906,282241,16.708371,6936,274035,23470,309,4460,4033,131880,2619.4
39045,25513,18342,255060,1.93963,5540,258977,86616,16798,2370,6308,198767,2708.4
39666,18478,9883,61030,11.888323,896,175650,86867,10981,6692,8245,270609,2512
40212,21733,10218,225902,23.186924,4248,218735,74001,13338,8878,5723,157849,2452.7
41180,3837,15459,98798,3.048679,4591,81158,75019,17343,9280,2069,251611,2664.3
41749,25216,16579,207540,3.353854,7627,62539,14588,7515,4843,3751,151982,2582.1
42587,4680,3557,124417,5.486787,6784,199304,34599,3987,3824,5368,235262,3049.2
42889,23600,15907,281169,7.859722,1506,297020,55186,7608,308,4485,113127,2174.3
43220,28453,2570,103108,18.99553,7661,272696,28865,19072,4973,8330,61591,2371.5
44234,9675,580,109261,12.840079,622,238689,52719,2579,2981,3127,279771,2899.2
44668,4198,8463,27855,2.050286,5642,62815,89920,13108,1540,6684,296330,2616
45040,19354,4065,38274,10.69165,5169,193326,98966,12431,7415,2442,172388,2782.2
46170,23758,1566,123680,20.787461,5294,72598,21968,11706,1860,6480,211880,2723.7
46652,8705,9379,137041,12.182785,9826,6188,36486,14582,8813,8571,8901,1469.7
47048,9217,1466,59556,1.455844,5720,206993,76232,17586,160,768,299583,2307
47544,3594,8577,36131,5.557417,8115,226800,50897,15115,4362,9950,200161,2709.2
48017,17459,2056,92449,17.439556,9109,281615,60452,4404,2732,5870,155476,2841.9
49196,16818,16644,245497,11.27205,7345,96915,87237,13616,5254,5886,299160,2653
49363,13250,7598,295381,17.226826,4653,68831,47358,3603,3650,6123,134236,2379.6
50155,17499,3397,296237,10.100779,2018,45688,62228,15289,5603,9176,16865,2669.8
50724,29208,18598,117479,12.81238,3091,263351,12906,10454,7834,8601,98368,2899
51417,28636,6447,161443,19.430854,5602,40101,8423,5944,954,6500,3111,3661.3
51983,3307,8176,31015,8.496685,1216,133204,59604,15627,2584,3900,139852,2708.1
